city,street,zip,state,beds,baths,sq__ft,type,sale_date,price,latitude,longitude
LINCOLN,44 CRYSTALWOOD CIR,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.88459,-121.28983500000001
LINCOLN,48 CRYSTALWOOD CIR,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.884667,-121.289896
LINCOLN,52 CRYSTALWOOD CIR,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.88478,-121.289911
LINCOLN,68 CRYSTALWOOD CIR,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.885236,-121.289928
LINCOLN,72 CRYSTALWOOD CIR,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.88535,-121.289926
LINCOLN,76 CRYSTALWOOD CIR,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.885464,-121.289922
LINCOLN,80 CRYSTALWOOD CIR,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.885578,-121.289919
LINCOLN,84 CRYSTALWOOD CIR,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.885692,-121.289915
LINCOLN,88 CRYSTALWOOD CIR,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.885806,-121.289911
LINCOLN,92 CRYSTALWOOD CIR,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.88592,-121.28990800000001
LINCOLN,96 CRYSTALWOOD CIR,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.886024,-121.289859
LINCOLN,100 CRYSTALWOOD CIR,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.886091,-121.289744
LINCOLN,434 1ST ST,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.88653,-121.289406
LINCOLN,3 E ST,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.884692,-121.29028799999999
LINCOLN,11 E ST,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.884879,-121.29025700000001
LINCOLN,19 E ST,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.885017,-121.29026200000001
LINCOLN,27 E ST,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.885172999999995,-121.29026999999999
LINCOLN,35 E ST,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.885328,-121.290275
LINCOLN,43 E ST,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.885483,-121.290277
LINCOLN,51 E ST,95648,CA,4,2,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.885638,-121.290279
LINCOLN,59 E ST,95648,CA,3,2,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.885794,-121.29028100000001
LINCOLN,75 E ST,95648,CA,3,2,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.886103999999996,-121.29028500000001
LINCOLN,63 CRYSTALWOOD CIR,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.885093,-121.28993200000001
LINCOLN,398 1ST ST,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.88653,-121.288952
LINCOLN,386 1ST ST,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.886528000000006,-121.28886899999999
LINCOLN,374 1ST ST,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.886525,-121.28878700000001
LINCOLN,116 CRYSTALWOOD WAY,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.886282,-121.28958600000001
LINCOLN,108 CRYSTALWOOD WAY,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.886282,-121.28964599999999
LINCOLN,100 CRYSTALWOOD WAY,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.886282,-121.28970600000001
LINCOLN,55 CRYSTALWOOD CIR,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.884865000000005,-121.289922
LINCOLN,51 CRYSTALWOOD CIR,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.884752,-121.289907
LINCOLN,47 CRYSTALWOOD CIR,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.884638,-121.28989299999999
LINCOLN,43 CRYSTALWOOD CIR,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.884568,-121.28978400000001
LINCOLN,39 CRYSTALWOOD CIR,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.884546,-121.28956200000002
LINCOLN,35 CRYSTALWOOD CIR,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.884645,-121.289397
LINCOLN,31 CRYSTALWOOD CIR,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.88479,-121.28939199999999
LINCOLN,27 CRYSTALWOOD CIR,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.884985,-121.289399
LINCOLN,23 CRYSTALWOOD CIR,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.885181,-121.289406
LINCOLN,19 CRYSTALWOOD CIR,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.885376,-121.289414
LINCOLN,15 CRYSTALWOOD CIR,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.885571,-121.28942099999999
LINCOLN,7 CRYSTALWOOD CIR,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.885962,-121.28943600000001
LINCOLN,7 CRYSTALWOOD CIR,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.885962,-121.28943600000001
LINCOLN,3 CRYSTALWOOD CIR,95648,CA,0,0,0,Residential,Mon May 19 00:00:00 EDT 2008,4897,38.886093,-121.289584
CITRUS HEIGHTS,8208 WOODYARD WAY,95621,CA,3,2,1166,Residential,Fri May 16 00:00:00 EDT 2008,30000,38.715322,-121.31478700000001
RIO LINDA,113 RINETTI WAY,95673,CA,0,0,0,Residential,Fri May 16 00:00:00 EDT 2008,30000,38.687172,-121.46393300000001
SACRAMENTO,15 LOORZ CT,95823,CA,2,1,838,Residential,Fri May 16 00:00:00 EDT 2008,55422,38.471646,-121.435158
NORTH HIGHLANDS,5805 DOTMAR WAY,95660,CA,2,1,904,Residential,Fri May 16 00:00:00 EDT 2008,63000,38.672641999999996,-121.380343
SACRAMENTO,2332 CAMBRIDGE ST,95815,CA,2,1,1032,Residential,Fri May 16 00:00:00 EDT 2008,65000,38.608084999999996,-121.449651
SACRAMENTO,3812 BELDEN ST,95838,CA,2,1,904,Residential,Fri May 16 00:00:00 EDT 2008,65000,38.636833,-121.44163999999999
SACRAMENTO,3348 40TH ST,95817,CA,2,1,1080,Residential,Fri May 16 00:00:00 EDT 2008,65000,38.544162,-121.460652
SACRAMENTO,127 QUASAR CIR,95822,CA,2,2,990,Residential,Fri May 16 00:00:00 EDT 2008,66500,38.493503999999994,-121.47530400000001
SACRAMENTO,3812 CYPRESS ST,95838,CA,2,1,900,Residential,Fri May 16 00:00:00 EDT 2008,71000,38.636877,-121.444948
SACRAMENTO,5821 64TH ST,95824,CA,2,1,861,Residential,Fri May 16 00:00:00 EDT 2008,75000,38.521202,-121.428146
SACRAMENTO,8248 CENTER PKWY,95823,CA,2,1,906,Condo,Fri May 16 00:00:00 EDT 2008,77000,38.459002000000005,-121.428794
SACRAMENTO,1171 SONOMA AVE,95815,CA,2,1,1011,Residential,Fri May 16 00:00:00 EDT 2008,85000,38.6238,-121.439872
SACRAMENTO,4250 ARDWELL WAY,95823,CA,3,2,1089,Residential,Fri May 16 00:00:00 EDT 2008,95625,38.466938,-121.45563100000001
SACRAMENTO,3104 CLAY ST,95815,CA,2,1,832,Residential,Fri May 16 00:00:00 EDT 2008,96140,38.623909999999995,-121.43920800000001
SACRAMENTO,6063 LAND PARK DR,95822,CA,2,1,800,Condo,Fri May 16 00:00:00 EDT 2008,104250,38.517029,-121.51380900000001
SACRAMENTO,4738 OAKHOLLOW DR,95842,CA,4,2,1292,Residential,Fri May 16 00:00:00 EDT 2008,105000,38.679598,-121.356035
SACRAMENTO,1401 STERLING ST,95822,CA,2,1,810,Residential,Fri May 16 00:00:00 EDT 2008,108000,38.520319,-121.504727
SACRAMENTO,3715 DIDCOT CIR,95838,CA,4,2,1064,Residential,Fri May 16 00:00:00 EDT 2008,109000,38.635232,-121.460098
RANCHO CORDOVA,2426 RASHAWN DR,95670,CA,2,1,911,Residential,Fri May 16 00:00:00 EDT 2008,115000,38.610852,-121.273278
SACRAMENTO,4800 WESTLAKE PKWY Unit 410,95835,CA,1,1,846,Condo,Fri May 16 00:00:00 EDT 2008,115000,38.658812,-121.542345
SACRAMENTO,3409 VIRGO ST,95827,CA,3,2,1320,Residential,Fri May 16 00:00:00 EDT 2008,115500,38.563402,-121.327747
SACRAMENTO,1110 PINEDALE AVE,95838,CA,3,2,1410,Residential,Fri May 16 00:00:00 EDT 2008,115620,38.660173,-121.44021599999999
RANCHO CORDOVA,2361 LA LOMA DR,95670,CA,3,2,1115,Residential,Fri May 16 00:00:00 EDT 2008,116000,38.59368,-121.31605400000001
SACRAMENTO,1455 64TH AVE,95822,CA,3,2,1169,Residential,Fri May 16 00:00:00 EDT 2008,122000,38.492177000000005,-121.50339199999999
SACRAMENTO,7328 SPRINGMAN ST,95822,CA,3,2,1164,Residential,Fri May 16 00:00:00 EDT 2008,122500,38.491991,-121.477636
SACRAMENTO,119 SAINT MARIE CIR,95823,CA,4,2,1341,Residential,Fri May 16 00:00:00 EDT 2008,123000,38.481454,-121.44664399999999
SACRAMENTO,12 COSTA BRASE CT,95838,CA,3,2,1219,Residential,Fri May 16 00:00:00 EDT 2008,124000,38.655553999999995,-121.464275
SACRAMENTO,6813 SCOTER WAY,95842,CA,4,2,1127,Residential,Fri May 16 00:00:00 EDT 2008,124000,38.69043,-121.36103500000002
NORTH HIGHLANDS,6548 GRAYLOCK LN,95660,CA,3,2,1272,Residential,Fri May 16 00:00:00 EDT 2008,124413,38.686060999999995,-121.369949
SACRAMENTO,1630 GLIDDEN AVE,95822,CA,4,2,1253,Residential,Fri May 16 00:00:00 EDT 2008,125000,38.482717,-121.499683
SACRAMENTO,7825 DALEWOODS WAY,95828,CA,3,2,1120,Residential,Fri May 16 00:00:00 EDT 2008,130000,38.477297,-121.41151299999999
NORTH HIGHLANDS,4073 TRESLER AVE,95660,CA,2,2,1118,Residential,Fri May 16 00:00:00 EDT 2008,131750,38.659015999999994,-121.370457
SACRAMENTO,4288 DYMIC WAY,95838,CA,4,3,1890,Residential,Fri May 16 00:00:00 EDT 2008,137721,38.646541,-121.44113899999999
SACRAMENTO,1158 SAN IGNACIO WAY,95833,CA,3,2,1260,Residential,Fri May 16 00:00:00 EDT 2008,137760,38.623045,-121.48627900000001
SACRAMENTO,4904 J PKWY,95823,CA,3,2,1400,Residential,Fri May 16 00:00:00 EDT 2008,138000,38.487297,-121.44295
SACRAMENTO,2931 HOWE AVE,95821,CA,3,1,1264,Residential,Fri May 16 00:00:00 EDT 2008,140000,38.619012,-121.415329
SACRAMENTO,5531 JANSEN DR,95824,CA,3,1,1060,Residential,Fri May 16 00:00:00 EDT 2008,145000,38.522015,-121.43871299999999
SACRAMENTO,7836 ORCHARD WOODS CIR,95828,CA,2,2,1132,Residential,Fri May 16 00:00:00 EDT 2008,145000,38.47955,-121.410867
SACRAMENTO,4055 DEERBROOK DR,95823,CA,3,2,1466,Residential,Fri May 16 00:00:00 EDT 2008,150000,38.472117,-121.459589
SACRAMENTO,9937 BURLINE ST,95827,CA,3,2,1092,Residential,Fri May 16 00:00:00 EDT 2008,150000,38.559641,-121.32316000000002
SACRAMENTO,6948 MIRADOR WAY,95828,CA,4,2,1628,Residential,Fri May 16 00:00:00 EDT 2008,151000,38.493484,-121.42035
SACRAMENTO,4909 RUGER CT,95842,CA,3,2,960,Residential,Fri May 16 00:00:00 EDT 2008,155000,38.687470000000005,-121.34923400000001
CITRUS HEIGHTS,7204 KERSTEN ST,95621,CA,3,2,1075,Residential,Fri May 16 00:00:00 EDT 2008,155800,38.695863,-121.30081399999999
SACRAMENTO,3150 ROSEMONT DR,95826,CA,3,2,1428,Residential,Fri May 16 00:00:00 EDT 2008,156142,38.554927,-121.35521000000001
SACRAMENTO,8200 STEINBECK WAY,95828,CA,4,2,1358,Residential,Fri May 16 00:00:00 EDT 2008,158000,38.474854,-121.404726
SACRAMENTO,8198 STEVENSON AVE,95828,CA,6,4,2475,Multi-Family,Fri May 16 00:00:00 EDT 2008,159900,38.465271,-121.40426000000001
CITRUS HEIGHTS,6824 OLIVE TREE WAY,95610,CA,3,2,1410,Residential,Fri May 16 00:00:00 EDT 2008,160000,38.689239,-121.26773700000001
ANTELOPE,3536 SUN MAIDEN WAY,95843,CA,3,2,1711,Residential,Fri May 16 00:00:00 EDT 2008,161500,38.70968,-121.382328
SACRAMENTO,4517 OLYMPIAD WAY,95826,CA,4,2,1483,Residential,Fri May 16 00:00:00 EDT 2008,161600,38.536751,-121.359154
GALT,925 COBDEN CT,95632,CA,3,2,1140,Residential,Fri May 16 00:00:00 EDT 2008,162000,38.282047,-121.29581200000001
SACRAMENTO,8225 SCOTTSDALE DR,95828,CA,4,2,1549,Residential,Fri May 16 00:00:00 EDT 2008,165000,38.487864,-121.40247600000001
SACRAMENTO,8758 LEMAS RD,95828,CA,3,2,1410,Residential,Fri May 16 00:00:00 EDT 2008,165000,38.467487,-121.377055
ELK GROVE,6121 ALPINESPRING WAY,95758,CA,3,2,1240,Residential,Fri May 16 00:00:00 EDT 2008,167293,38.434075,-121.43262299999999
SACRAMENTO,5937 YORK GLEN WAY,95842,CA,5,2,1712,Residential,Fri May 16 00:00:00 EDT 2008,168000,38.677003000000006,-121.354454
SACRAMENTO,6417 SUNNYFIELD WAY,95823,CA,4,2,1580,Residential,Fri May 16 00:00:00 EDT 2008,168000,38.449153,-121.42827199999999
ANTELOPE,4008 GREY LIVERY WAY,95843,CA,3,2,1669,Residential,Fri May 16 00:00:00 EDT 2008,168750,38.71846,-121.37086200000002
SACRAMENTO,8920 ROSETTA CIR,95826,CA,3,1,1029,Residential,Fri May 16 00:00:00 EDT 2008,168750,38.544374,-121.370874
CITRUS HEIGHTS,8300 LICHEN DR,95621,CA,3,1,1103,Residential,Fri May 16 00:00:00 EDT 2008,170000,38.716409999999996,-121.30623899999999
SACRAMENTO,8884 AMBERJACK WAY,95828,CA,3,2,2161,Residential,Fri May 16 00:00:00 EDT 2008,170250,38.479343,-121.372553
SACRAMENTO,4480 VALLEY HI DR,95823,CA,3,2,1650,Residential,Fri May 16 00:00:00 EDT 2008,173000,38.466781,-121.45095500000001
POLLOCK PINES,2250 FOREBAY RD,95726,CA,3,1,1320,Residential,Fri May 16 00:00:00 EDT 2008,175000,38.77491,-120.597599
SACRAMENTO,3529 FABERGE WAY,95826,CA,3,2,1200,Residential,Fri May 16 00:00:00 EDT 2008,176095,38.553275,-121.346218
SACRAMENTO,1792 DAWNELLE WAY,95835,CA,3,2,1170,Residential,Fri May 16 00:00:00 EDT 2008,176250,38.68271,-121.501697
CITRUS HEIGHTS,7800 TABARE CT,95621,CA,3,2,1199,Residential,Fri May 16 00:00:00 EDT 2008,178000,38.70799,-121.30297900000001
SACRAMENTO,8531 HERMITAGE WAY,95823,CA,4,2,1695,Residential,Fri May 16 00:00:00 EDT 2008,179000,38.448452,-121.42853600000001
RANCHO CORDOVA,2421 BERRYWOOD DR,95670,CA,3,2,1157,Residential,Fri May 16 00:00:00 EDT 2008,180000,38.60868,-121.27848999999999
SACRAMENTO,1005 MORENO WAY,95838,CA,3,2,1410,Residential,Fri May 16 00:00:00 EDT 2008,180000,38.646206,-121.44276699999999
ROSEVILLE,1675 VERNON ST Unit 24,95678,CA,3,2,1174,Residential,Fri May 16 00:00:00 EDT 2008,180000,38.734136,-121.29963899999998
SACRAMENTO,24 WINDCHIME CT,95823,CA,3,2,1593,Residential,Fri May 16 00:00:00 EDT 2008,181000,38.44617,-121.427824
RIO LINDA,540 HARLING CT,95673,CA,3,2,1093,Residential,Fri May 16 00:00:00 EDT 2008,182000,38.682790000000004,-121.45350900000001
ROSEVILLE,1207 CRESCENDO DR,95678,CA,3,2,1770,Residential,Fri May 16 00:00:00 EDT 2008,182587,38.72446,-121.292829
SACRAMENTO,7577 EDDYLEE WAY,95822,CA,4,2,1436,Residential,Fri May 16 00:00:00 EDT 2008,185074,38.48291,-121.49150900000001
SACRAMENTO,8369 FOPPIANO WAY,95829,CA,3,2,1124,Residential,Fri May 16 00:00:00 EDT 2008,185833,38.453839,-121.357919
SACRAMENTO,8817 SAWTELLE WAY,95826,CA,4,2,1139,Residential,Fri May 16 00:00:00 EDT 2008,186785,38.565321999999995,-121.374251
SACRAMENTO,1910 BONAVISTA WAY,95832,CA,3,2,1638,Residential,Fri May 16 00:00:00 EDT 2008,187000,38.476048,-121.494961
SACRAMENTO,8 TIDE CT,95833,CA,3,2,1328,Residential,Fri May 16 00:00:00 EDT 2008,188335,38.609864,-121.492304
ELK GROVE,8952 ROCKY CREEK CT,95758,CA,3,2,1273,Residential,Fri May 16 00:00:00 EDT 2008,190000,38.431239,-121.44001000000002
SACRAMENTO,435 EXCHANGE ST,95838,CA,3,1,1082,Residential,Fri May 16 00:00:00 EDT 2008,190000,38.659434000000005,-121.45523600000001
SACRAMENTO,10105 MONTE VALLO CT,95827,CA,4,2,1578,Residential,Fri May 16 00:00:00 EDT 2008,190000,38.573917,-121.31691599999999
ROSEVILLE,3930 ANNABELLE AVE,95661,CA,2,1,796,Residential,Fri May 16 00:00:00 EDT 2008,190000,38.727609,-121.22649399999999
SACRAMENTO,4854 TANGERINE AVE,95823,CA,3,2,1386,Residential,Fri May 16 00:00:00 EDT 2008,191250,38.478239,-121.446326
RANCHO CORDOVA,2909 SHAWN WAY,95670,CA,3,2,1452,Residential,Fri May 16 00:00:00 EDT 2008,193000,38.589925,-121.29905900000001
SACRAMENTO,4290 BLACKFORD WAY,95823,CA,3,2,1513,Residential,Fri May 16 00:00:00 EDT 2008,193500,38.470494,-121.45416200000001
FORESTHILL,5890 TT TRAK,95631,CA,0,0,0,Residential,Fri May 16 00:00:00 EDT 2008,194818,39.020808,-120.821518
SACRAMENTO,7015 WOODSIDE DR,95842,CA,4,2,1578,Residential,Fri May 16 00:00:00 EDT 2008,195000,38.693071,-121.332365
CITRUS HEIGHTS,6019 CHESHIRE WAY,95610,CA,4,3,1736,Residential,Fri May 16 00:00:00 EDT 2008,195000,38.676437,-121.27916499999999
CAMERON PARK,3330 VILLAGE CT,95682,CA,2,2,0,Residential,Fri May 16 00:00:00 EDT 2008,195000,38.690504,-120.996245
SACRAMENTO,2561 VERNA WAY,95821,CA,3,1,1473,Residential,Fri May 16 00:00:00 EDT 2008,195000,38.611055,-121.369964
SACRAMENTO,3522 22ND AVE,95820,CA,3,1,1150,Residential,Fri May 16 00:00:00 EDT 2008,198000,38.532725,-121.469078
SACRAMENTO,2880 CANDIDO DR,95833,CA,3,2,1127,Residential,Fri May 16 00:00:00 EDT 2008,199900,38.618019,-121.51021499999999
FAIR OAKS,6908 PIN OAK CT,95628,CA,3,1,1144,Residential,Fri May 16 00:00:00 EDT 2008,200000,38.66424,-121.303675
CARMICHAEL,5733 ANGELINA AVE,95608,CA,3,1,972,Residential,Fri May 16 00:00:00 EDT 2008,201000,38.622634000000005,-121.330846
ELK GROVE,7849 BONNY DOWNS WAY,95758,CA,4,2,2306,Residential,Fri May 16 00:00:00 EDT 2008,204918,38.42139,-121.41133899999998
ANTELOPE,8716 LONGSPUR WAY,95843,CA,3,2,1479,Residential,Fri May 16 00:00:00 EDT 2008,205000,38.724083,-121.3584
EL DORADO,6320 EL DORADO ST,95623,CA,2,1,1040,Residential,Fri May 16 00:00:00 EDT 2008,205000,38.678758,-120.844118
SACRAMENTO,2328 DOROTHY JUNE WAY,95838,CA,3,2,1430,Residential,Fri May 16 00:00:00 EDT 2008,205878,38.641727,-121.41270300000001
SACRAMENTO,1986 DANVERS WAY,95832,CA,4,2,1800,Residential,Fri May 16 00:00:00 EDT 2008,207000,38.47723,-121.49256799999999
ANTELOPE,7901 GAZELLE TRAIL WAY,95843,CA,4,2,1953,Residential,Fri May 16 00:00:00 EDT 2008,207744,38.71174,-121.342675
SACRAMENTO,6080 BRIDGECROSS DR,95835,CA,3,2,1120,Residential,Fri May 16 00:00:00 EDT 2008,209000,38.681952,-121.50500900000002
SACRAMENTO,20 GROTH CIR,95834,CA,3,2,1232,Residential,Fri May 16 00:00:00 EDT 2008,210000,38.640807,-121.53352199999999
SACRAMENTO,1900 DANBROOK DR,95835,CA,1,1,984,Condo,Fri May 16 00:00:00 EDT 2008,210944,38.668433,-121.50347099999999
ROSEVILLE,140 VENTO CT,95678,CA,3,2,0,Condo,Fri May 16 00:00:00 EDT 2008,212500,38.793533000000004,-121.289685
ELK GROVE,8442 KEUSMAN ST,95758,CA,4,2,2329,Residential,Fri May 16 00:00:00 EDT 2008,213750,38.449651,-121.414704
ELK GROVE,9552 SUNLIGHT LN,95758,CA,3,2,1351,Residential,Fri May 16 00:00:00 EDT 2008,215000,38.410561,-121.404327
CAMERON PARK,2733 YUMA CT,95682,CA,2,2,0,Residential,Fri May 16 00:00:00 EDT 2008,215000,38.691215,-120.994949
ROSEVILLE,1407 TIFFANY CIR,95661,CA,4,1,1376,Residential,Fri May 16 00:00:00 EDT 2008,215000,38.736391999999995,-121.2664
DIAMOND SPRINGS,636 CRESTVIEW DR,95619,CA,3,2,1300,Residential,Fri May 16 00:00:00 EDT 2008,216033,38.688255,-120.810235
SACRAMENTO,1528 HESKET WAY,95825,CA,4,2,1566,Residential,Fri May 16 00:00:00 EDT 2008,220000,38.593598,-121.40363700000002
SACRAMENTO,2327 32ND ST,95817,CA,2,1,1115,Residential,Fri May 16 00:00:00 EDT 2008,220000,38.557433,-121.47034
SACRAMENTO,1833 2ND AVE,95818,CA,2,1,1032,Residential,Fri May 16 00:00:00 EDT 2008,220000,38.556818,-121.490669
CITRUS HEIGHTS,7252 CARRIAGE DR,95621,CA,4,2,1419,Residential,Fri May 16 00:00:00 EDT 2008,220000,38.698058,-121.29489299999999
ELK GROVE,9815 PASO FINO WAY,95757,CA,3,2,1261,Residential,Fri May 16 00:00:00 EDT 2008,220000,38.404888,-121.443998
CARMICHAEL,5532 ENGLE RD,95608,CA,2,2,1637,Residential,Fri May 16 00:00:00 EDT 2008,220702,38.63173,-121.33528600000001
SACRAMENTO,1139 CLINTON RD,95825,CA,4,2,1776,Multi-Family,Fri May 16 00:00:00 EDT 2008,221250,38.585291,-121.406824
ELK GROVE,9176 SAGE GLEN WAY,95758,CA,3,2,1338,Residential,Fri May 16 00:00:00 EDT 2008,222000,38.423913,-121.43911499999999
ELK GROVE,9967 HATHERTON WAY,95757,CA,0,0,0,Residential,Fri May 16 00:00:00 EDT 2008,222500,38.3052,-121.4033
ELK GROVE,9264 BOULDER RIVER WAY,95624,CA,5,2,2254,Residential,Fri May 16 00:00:00 EDT 2008,222750,38.421713000000004,-121.34519099999999
SACRAMENTO,320 GROTH CIR,95834,CA,3,2,1441,Residential,Fri May 16 00:00:00 EDT 2008,225000,38.638882,-121.53188300000001
SACRAMENTO,137 GUNNISON AVE,95838,CA,4,2,1991,Residential,Fri May 16 00:00:00 EDT 2008,225000,38.650729,-121.46648300000001
SACRAMENTO,8209 RIVALLO WAY,95829,CA,4,3,2126,Residential,Fri May 16 00:00:00 EDT 2008,228750,38.459524,-121.3501
ELK GROVE,8637 PERIWINKLE CIR,95624,CA,3,2,1094,Residential,Fri May 16 00:00:00 EDT 2008,229000,38.443184,-121.36438799999999
ROCKLIN,3425 MEADOW WAY,95677,CA,3,2,1462,Residential,Fri May 16 00:00:00 EDT 2008,230095,38.798028,-121.23536399999999
SACRAMENTO,107 JARVIS CIR,95834,CA,5,3,2258,Residential,Fri May 16 00:00:00 EDT 2008,232500,38.639891,-121.537603
RANCHO CORDOVA,2319 THORES ST,95670,CA,3,2,1074,Residential,Fri May 16 00:00:00 EDT 2008,233000,38.59675,-121.312716
ELK GROVE,8935 MOUNTAIN HOME CT,95624,CA,4,2,2111,Residential,Fri May 16 00:00:00 EDT 2008,233500,38.38751,-121.370276
SACRAMENTO,2566 SERENATA WAY,95835,CA,3,2,1686,Residential,Fri May 16 00:00:00 EDT 2008,239000,38.671556,-121.52091599999999
ANTELOPE,4085 COUNTRY DR,95843,CA,4,3,1915,Residential,Fri May 16 00:00:00 EDT 2008,240000,38.706209,-121.36950900000001
ELK GROVE,9297 TROUT WAY,95624,CA,4,2,2367,Residential,Fri May 16 00:00:00 EDT 2008,240000,38.420637,-121.375798
SACRAMENTO,7 ARCHIBALD CT,95823,CA,3,2,1962,Residential,Fri May 16 00:00:00 EDT 2008,240971,38.443305,-121.435296
RANCHO CORDOVA,11130 EEL RIVER CT,95670,CA,2,2,1406,Residential,Fri May 16 00:00:00 EDT 2008,242000,38.625932,-121.27151699999999
SACRAMENTO,8323 REDBANK WAY,95829,CA,3,2,1789,Residential,Fri May 16 00:00:00 EDT 2008,243450,38.455753,-121.349273
SACRAMENTO,16 BRONCO CREEK CT,95835,CA,4,2,1876,Residential,Fri May 16 00:00:00 EDT 2008,243500,38.674226000000004,-121.525497
ANTELOPE,8316 NORTHAM DR,95843,CA,3,2,1235,Residential,Fri May 16 00:00:00 EDT 2008,246544,38.720766999999995,-121.376678
ANTELOPE,4240 WINJE DR,95843,CA,4,2,2504,Residential,Fri May 16 00:00:00 EDT 2008,246750,38.70884,-121.359559
SACRAMENTO,3569 SODA WAY,95834,CA,0,0,0,Residential,Fri May 16 00:00:00 EDT 2008,247000,38.631139000000005,-121.501879
CARMICHAEL,5118 ROBANDER ST,95608,CA,3,2,1676,Residential,Fri May 16 00:00:00 EDT 2008,247000,38.657267,-121.31035200000001
CITRUS HEIGHTS,5976 KYLENCH CT,95621,CA,3,2,1367,Residential,Fri May 16 00:00:00 EDT 2008,249000,38.708966,-121.32467
ELK GROVE,9247 DELAIR WAY,95758,CA,4,3,1899,Residential,Fri May 16 00:00:00 EDT 2008,249000,38.422241,-121.458022
ELK GROVE,9054 DESCENDANT DR,95758,CA,3,2,1636,Residential,Fri May 16 00:00:00 EDT 2008,250000,38.428852,-121.415628
SACRAMENTO,3450 WHITNOR CT,95821,CA,3,2,1828,Residential,Fri May 16 00:00:00 EDT 2008,250000,38.627697999999995,-121.369698
ROCKLIN,6288 LONETREE BLVD,95765,CA,0,0,0,Residential,Fri May 16 00:00:00 EDT 2008,250000,38.804992999999996,-121.293609
SACRAMENTO,9355 MATADOR WAY,95826,CA,4,2,1438,Residential,Fri May 16 00:00:00 EDT 2008,252000,38.555633,-121.350691
ELK GROVE,8671 SUMMER SUN WAY,95624,CA,3,2,1451,Residential,Fri May 16 00:00:00 EDT 2008,255000,38.442845,-121.373272
SACRAMENTO,1890 GENEVA PL,95825,CA,3,1,1520,Residential,Fri May 16 00:00:00 EDT 2008,255000,38.599449,-121.400305
ROSEVILLE,1813 AVENIDA MARTINA,95747,CA,3,2,1506,Residential,Fri May 16 00:00:00 EDT 2008,255000,38.776649,-121.33958899999999
